Linker 1,Linker 2,Linker 3,Linker 4,Linker 5,Linker 6
4-(10-(4-carboxyphenyl)-9-anthryl)benzoat,isonicoate,,,,
"cyclohexane-1,2,3,4,5,6-hexacarboxylate",aqua,,,,
oxido)-hexadecakis(1-ethenyl-1H-imidazole)-octaoxo-tetra-(,,,,,
oxido)-tetradecakis(1-ethenyl-1H-imidazole)-octaoxo-diaqua-tetra-(,,,,,
3-amino-3-oxopropanate,,,,,
"1,4-Phenylenediacetate","1,4-bis(benzimidazol-1-ylmethyl)benzene","1,4-bis(benzimidazol-1-ylmethyl)benzene",,,
"1,3-Phenylenediacetate","1,4-bis(benzimidazol-1-ylmethyl)benzene",,,,
,,,,,
,,,,,
"Nitrate-O,O","nitrate-O,O'",quinazoline,,,
"5-carboxy[1,1:3,1-terphenyl]-2,5,6,2-tetracarboxylate","1,1'-([1,1'-biphenyl]-4,4'-diyl)bis(1H-imidazole)",,,,
4-(1H-Benzimidazol-2-yl)butanoate,,,,,
"Benzene-1,4-dicarboxylate",,,,,
"Benzene-1,4-dicarboxylate",,,,,
"Benzene-1,4-dicarboxylate",,,,,
"Benzene-1,4-dicarboxylate",,,,,
"Benzene-1,4-dicarboxylate",,,,,
"1-[(pyridin-4-yl)methyl]-1H-1,2,4-triazole-3-carboxylate",chloro,,,,
"4,4',4''-(1,3,5-Triazine-2,4,6-triyltriimino)tribenzoate",,,,,
"4,4',4''-(1,3,5-Triazine-2,4,6-triyltriimino)tribenzoate",,,,,
"terephthalate-O,O',O'',O'''","terephthalate-O,O,O',O'","terephthalate-O,O'",,,
"ethylenediamine-N,N,N',N'-tetraacetate",,,,,
"1,2,4-Triazolyl","1,2,4-triazolyl","1,2,4-4H-triazole",,,
2-(Pyridin-3-yl)terephthalate,2-(pyridin-3-yl)terephthalate,,,,
2-(Pyridin-3-yl)terephthalate,,,,,
"1,1'-(1,4-Phenylene)bis(1H-imidazole)","pyridine-2,3-dicarboxylate",,,,
formate,,,,,
"1H-benzimidazole-5,6-dicarboxylate",,,,,
terephthalate,terephthalate,"1,1'-(1,4-phenylenebis",,,
"selenophene-2,5-dicarboxylate","1,4-diazabicyclo[2.2.2]octane",,,,
"5-carboxy[1,1:3,1-terphenyl]-2,5,2,5-tetracarboxylate",hydroxido,,,,
"4,4'-(8-hydroxy-2-methylquinoline-5,7-diyl)dibenzoate",,,,,
u1-silicate,"4,4'-methylenebis(3,5-dimethyl-1H-pyrazole)",oxido,,,
"3,3'-[cyclohexane-1,2-diylbis(azanylylidenemethylylidene)]bis(5-t-butyl-4-oxidobenzoate))-octakis(N,N-dimethylformamid",,,,,
cyano,5-(1-aminoethyl)-1H-tetrazol-1-yl)-nitrate-aqua-di-,,,,
"4,4'-bipyridine","furan-2,5-dicarboxylate",,,,
Isonicoate,isonicoate,,,,
"Isonicoate-N,O,O'","isonicoate-N,O",,,,
"Isonicoate-O,O',N","isonicoate-O,N",,,,
4-pyridinecarboxylate,4-pyridinecarboxylate,,,,
4-pyridinecarboxylate,4-pyridinecarboxylate,,,,
"4,4'-(propane-1,3-diyl)dipyridine","2-[4,5-bis",oxalate,,,
Hexamethylenetetraamine,diglycolate,,,,
Hexamethylenetetraamine,m-phthalate,,,,
4-[(4-hydroxyphenyl)diazenyl]benzene-1-sulfonate,,,,,
Oxalate,oxalic,,,,
butyrate,,,,,
Oxalate,,,,,
Oxalate,chloro,nitrate,,,
"5,5'-benzene-1,4-diylbis(2H-tetrazol-2-yl)",sulfate,hydroxo,,,
"5,5',5''-Benzene-1,3,5-triyltris(2H-tetrazol-2-yl)",sulfate,hydroxo,,,
"5,5'-biphenyl-4,4'-diylbis(2H-tetrazolyl)","5,5'-biphenyl-4,4'-diylbis(2H-tetrazolyl)",fluoro,,,
"5-(2-pyridyl)benzene-1,3-dicarboxylate","5-(2-pyridyl)benzene-1,3-dicarboxylate)-(N,N-dimethylformamid",,,,
5-(pyridin-4-yl)isophthalate,,,,,
"4,4'-bipyridine",,,,,
"1,4-bis[(pyridin-4-yl)methyl]piperazine","4,4'-[(5-carboxylate-1,3-phenylene)bis(oxy)]dibenzoate",,,,
"1,1'-(propane-1,3-diyl)bis(1H-imidazole)","3,5-bis(4-carboxylatephenoxy)benzoate",,,,
2-hydroxy-5-sulfonatebenzoate,"1,1'-(1,2-phenylenebis",,,,
"2,3-dihydroxybutanedioate","2,3-dihydroxybutanedioate",,,,
oxo,"1,1'-[1,4-phenylenebis",,,,
"4,4'-Bipyridyl",oxo,,,,
"4,4'-Bipyridyl",oxo,,,,
"4,4'-Bipyridine",oxo,,,,
"4,4'-bipyridine",oxo,,,,
"9-oxo-9H-fluorene-2,7-dicarboxylate)-tetrakis(nitrat",,,,,
Tetracyanoquinodimethane,,,,,
Oxalate,,,,,
"4,6-di(pyridin-4-yl)benzene-1,3-dicarboxylate",,,,,
5-(3-carboxylatephenyl)pyridine-2-carboxylate)-decaaqua-bis(5-(3-carboxyphenyl)pyridine-2-carboxylat,,,,,
hydroxo,"4,4'-[1,3-phenylenebis","2,2'-(1,4-phenylene)diacetate",,,
hydroxo,"4,4'-[1,3-phenylenebis","2,2'-(1,4-phenylene)diacetate",,,
"(R,R)-3,5-bis(1-hydroxyethyl)-1,2,4-triazola",,,,,
"(S,S)-3,5-bis(1-hydroxyethyl)-1,2,4-triazola",,,,,
"3,5-diisopropyl-1,2,4-triazolate",,,,,
"3,5-diisopropyl-1,2,4-triazolate",,,,,
"Pyridine-2,5-dicarboxylate","pyridine-2,5-dicarboxylate",oxalate)-octa-aqua-di-(i,,,
"Pyridine-3,4-dicarboxylate-O,O'",,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"pyrimidine-2,4,6(1H,3H,5H)-trion",aqua,,,,
Oxydiacetate)-hexa-aqua-tri-(i,,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"2,5-dichloroterephthalate","1,4-bis(5,6-dimethyl-1H-benzimidazol-1-yl)but-2-ene",,,,
"2,5-dichloroterephthalate","1,2-bis((5,6-dimethyl-1H-benzimidazol-1-yl)methyl)benzene",,,,
"2,5-dichloroterephthalate","1,4-bis((5,6-dimethyl-1H-benzimidazol-1-yl)methyl)benzene",,,,
Oxalate,aqua,,,,
Oxalate,aqua,,,,
Oxalate,aqua,,,,
"3,5-bis(1H-1,2,4-triazol-1-yl)benzoate",oxo,,,,
3-(((pyridin-3-ylmethylene)hydrazono)methyl)pyridine)-tetrakis(isothiocyanat,,,,,
cyano,4-(pyridin-4-yldiazenyl)pyridine,,,,
carbonate,aqua,peroxo,,,
"2,5-bis[(prop-2-en-1-yl)sulfanyl]benzene-1,4-dicarboxylate",,,,,
Squarate,,,,,
Squarate,,,,,
"5,5-(1,4-Phenylene)bis(tetrazolate)",,,,,
Squarate,hydroxo,,,,
Squarate,hydroxo,,,,
